Time,Coin,Side,Entry,Exit,PnL,AI Score,Confidence,Reason
2026-07-16 23:52:33,SOL/USDT,SELL,76.26,75.89,2.44,67.88,67.88,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 67.88% | Decision : 🔴 SCALP SELL
2026-07-22 11:54:52,SOL/USDT,SELL,77.38,77.2,1.21,68.0,68.0,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (75%) | 4H : 🟢 BUY (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.0% | Decision : 🔴 SCALP SELL
2026-07-22 15:15:18,BNB/USDT,SELL,569.78,569.71,0.06,72.88,72.88,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 72.88% | Decision : 🔴 SCALP SELL
2026-07-22 17:45:52,SOL/USDT,SELL,77.45,77.46,-0.07,68.0,68.0,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (75%) | 4H : 🟢 BUY (100%) | Volume : 🔴 Low Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.0% | Decision : 🔴 SCALP SELL
2026-07-22 18:16:52,BTC/USDT,SELL,65865.3,65818.12,0.37,68.0,68.0,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (75%) | 4H : 🟢 BUY (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.0% | Decision : 🔴 SCALP SELL
2026-07-22 19:08:16,BNB/USDT,SELL,570.08,571.89,-1.66,68.58,68.58,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : BEARISH ENGULFING | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.58% | Decision : 🔴 SCALP SELL
2026-07-22 19:38:20,ETH/USDT,BUY,1939.03,1944.45,1.45,71.12,71.12,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (100%) | 4H : 🟢 BUY (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🟢 SCALP BUY
2026-07-22 19:53:33,ETH/USDT,BUY,1944.45,1930.18,-3.83,74.8,74.8,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (100%) | 4H : 🟢 BUY (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🟢 SCALP BUY
2026-07-22 20:09:01,ETH/USDT,BUY,1929.2,1930.68,0.4,76.55,76.55,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (100%) | 4H : 🟢 BUY (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 76.55% | Decision : 🟢 SCALP BUY
2026-07-22 21:04:05,ETH/USDT,BUY,1930.51,1945.27,3.96,72.17,72.17,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (100%) | 4H : 🟢 BUY (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 72.17% | Decision : 🟢 SCALP BUY
2026-07-22 22:16:53,SOL/USDT,BUY,78.51,78.58,0.47,72.7,72.7,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (100%) | 4H : 🟢 BUY (100%) | Volume : 🟡 Normal Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 72.7% | Decision : 🟢 SCALP BUY
2026-07-23 00:04:52,ETH/USDT,BUY,1943.63,1926.12,-4.71,71.12,71.12,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (100%) | 4H : 🟢 BUY (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🟢 SCALP BUY
2026-07-23 00:48:52,BTC/USDT,SELL,65888.95,65823.63,0.51,68.0,68.0,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (75%) | 4H : 🟢 BUY (100%) | Volume : 🔴 Low Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 68.0% | Decision : 🔴 SCALP SELL
2026-07-23 04:51:52,BNB/USDT,SELL,569.98,570.03,-0.05,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-23 06:19:52,BNB/USDT,SELL,570.16,572.17,-1.83,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-23 07:00:53,BTC/USDT,BUY,66163.24,65882.72,-2.19,76.55,76.55,15M : 🟢 BUY (100%) | 1H : 🟢 BUY (100%) | 4H : 🟢 BUY (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 76.55% | Decision : 🟢 SCALP BUY
2026-07-23 07:19:52,BNB/USDT,SELL,570.73,570.76,-0.03,70.5,70.5,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 70.5% | Decision : 🔴 SCALP SELL
2026-07-23 08:00:52,BNB/USDT,SELL,570.73,570.46,0.24,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-23 08:51:52,BNB/USDT,SELL,570.35,570.31,0.04,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-23 09:42:53,BNB/USDT,SELL,570.5,570.07,0.39,72.7,72.7,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 72.7% | Decision : 🔴 SCALP SELL
2026-07-23 10:51:52,BNB/USDT,SELL,570.23,569.39,0.76,74.8,74.8,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🔴 SCALP SELL
2026-07-23 11:31:52,BNB/USDT,SELL,570.16,570.0,0.14,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-23 11:58:52,BNB/USDT,SELL,569.89,569.84,0.05,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-23 12:44:52,BNB/USDT,SELL,569.84,568.89,0.86,72.7,72.7,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 72.7% | Decision : 🔴 SCALP SELL
2026-07-23 14:01:53,BNB/USDT,SELL,569.31,570.96,-1.5,72.7,72.7,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 72.7% | Decision : 🔴 SCALP SELL
2026-07-23 15:34:52,BNB/USDT,SELL,570.22,569.54,0.61,71.55,71.55,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.55% | Decision : 🔴 SCALP SELL
2026-07-23 18:17:55,BNB/USDT,SELL,569.54,567.28,2.05,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-23 18:24:59,BNB/USDT,SELL,567.88,569.67,-1.63,74.8,74.8,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🔴 SCALP SELL
2026-07-23 18:51:54,BNB/USDT,SELL,569.6,568.61,0.9,74.8,74.8,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🔴 SCALP SELL
2026-07-23 19:24:55,BNB/USDT,SELL,568.09,568.06,0.03,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-23 19:43:07,BNB/USDT,SELL,567.9,567.2,0.64,74.8,74.8,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🔴 SCALP SELL
2026-07-23 20:07:00,BNB/USDT,SELL,567.14,567.19,-0.05,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-23 20:45:57,BNB/USDT,SELL,568.02,563.9,3.76,74.8,74.8,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🔴 SCALP SELL
2026-07-23 21:19:53,BNB/USDT,SELL,564.42,567.18,-2.55,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-23 21:40:56,BNB/USDT,SELL,567.53,567.27,0.24,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-23 22:33:18,BNB/USDT,SELL,567.54,567.07,0.43,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-23 23:33:52,BNB/USDT,SELL,566.59,566.21,0.35,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-24 01:25:53,BNB/USDT,SELL,566.11,566.03,0.07,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-24 01:44:52,BNB/USDT,SELL,566.03,568.35,-2.13,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-24 03:50:52,BNB/USDT,SELL,567.32,566.75,0.52,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-24 06:04:52,BNB/USDT,SELL,566.94,566.98,-0.04,74.8,74.8,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🔴 SCALP SELL
2026-07-24 08:38:52,BNB/USDT,SELL,566.94,568.75,-1.66,75.5,75.5,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : BEARISH ENGULFING | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 75.5% | Decision : 🔴 SCALP SELL
2026-07-24 09:53:52,SOL/USDT,SELL,75.8,75.77,0.2,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-24 10:36:52,SOL/USDT,SELL,75.77,75.77,0.0,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-24 12:40:52,SOL/USDT,SELL,75.78,76.26,-3.27,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-24 14:55:52,SOL/USDT,SELL,75.81,75.56,1.69,71.55,71.55,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.55% | Decision : 🔴 SCALP SELL
2026-07-24 15:53:54,SOL/USDT,SELL,75.55,75.56,-0.07,74.8,74.8,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🔴 SCALP SELL
2026-07-24 17:20:53,BNB/USDT,SELL,567.44,565.76,1.53,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-24 18:37:52,SOL/USDT,SELL,75.1,74.42,4.68,74.8,74.8,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🔴 SCALP SELL
2026-07-24 19:27:53,BNB/USDT,SELL,560.71,558.05,2.47,74.8,74.8,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🔴 SCALP SELL
2026-07-24 19:57:53,BNB/USDT,SELL,558.51,558.0,0.48,74.8,74.8,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🔴 SCALP SELL
2026-07-24 20:45:08,BNB/USDT,SELL,558.08,561.63,-3.34,74.8,74.8,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🔴 SCALP SELL
2026-07-24 20:57:55,SOL/USDT,SELL,74.1,74.14,-0.28,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-24 22:29:29,BNB/USDT,SELL,561.12,560.78,0.32,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-24 23:44:52,SOL/USDT,SELL,74.1,74.08,0.14,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-25 00:15:53,SOL/USDT,SELL,74.08,74.01,0.49,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-25 00:45:52,SOL/USDT,SELL,73.95,73.9,0.35,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-25 02:55:55,SOL/USDT,SELL,73.95,73.64,2.19,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-25 06:02:52,SOL/USDT,SELL,73.69,74.1,-2.92,74.8,74.8,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🔴 SCALP SELL
2026-07-25 06:55:52,ADA/USDT,SELL,0.16,0.16,0.32,69.45,69.45,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.45% | Decision : 🔴 SCALP SELL
2026-07-25 06:57:52,ADA/USDT,SELL,0.16,0.16,0.32,70.5,70.5,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 70.5% | Decision : 🔴 SCALP SELL
2026-07-25 07:10:52,ADA/USDT,SELL,0.16,0.16,0.32,70.5,70.5,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 70.5% | Decision : 🔴 SCALP SELL
2026-07-25 07:50:52,ADA/USDT,SELL,0.16,0.16,0.32,72.7,72.7,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 72.7% | Decision : 🔴 SCALP SELL
2026-07-25 08:10:52,ADA/USDT,SELL,0.16,0.16,-1.6,72.7,72.7,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 72.7% | Decision : 🔴 SCALP SELL
2026-07-25 09:18:53,ADA/USDT,SELL,0.16,0.16,0.32,69.45,69.45,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.45% | Decision : 🔴 SCALP SELL
2026-07-25 09:59:42,ADA/USDT,SELL,0.16,0.16,0.32,69.45,69.45,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.45% | Decision : 🔴 SCALP SELL
2026-07-25 10:04:53,ADA/USDT,SELL,0.16,0.16,0.64,69.45,69.45,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 69.45% | Decision : 🔴 SCALP SELL
2026-07-25 10:27:53,ADA/USDT,SELL,0.16,0.16,0.32,71.55,71.55,15M : 🔴 SELL (75%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.55% | Decision : 🔴 SCALP SELL
2026-07-25 10:39:55,ADA/USDT,SELL,0.16,0.16,0.32,74.8,74.8,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🔴 SCALP SELL
2026-07-25 10:41:52,ADA/USDT,SELL,0.16,0.16,0.32,72.7,72.7,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : DOJI | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 72.7% | Decision : 🔴 SCALP SELL
2026-07-25 10:45:53,ADA/USDT,SELL,0.16,0.16,0.96,72.7,72.7,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 72.7% | Decision : 🔴 SCALP SELL
2026-07-25 10:49:53,ADA/USDT,SELL,0.16,0.16,0.32,74.8,74.8,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🔴 SCALP SELL
2026-07-25 10:51:53,ADA/USDT,SELL,0.16,0.16,0.32,74.8,74.8,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🔴 SCALP SELL
2026-07-25 11:01:55,ADA/USDT,SELL,0.16,0.16,0.32,74.8,74.8,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🔴 SCALP SELL
2026-07-25 11:07:53,ADA/USDT,SELL,0.16,0.16,0.32,72.7,72.7,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟡 Normal Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 72.7% | Decision : 🔴 SCALP SELL
2026-07-25 11:09:53,ADA/USDT,SELL,0.16,0.16,0.32,73.75,73.75,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 73.75% | Decision : 🔴 SCALP SELL
2026-07-25 11:12:53,ADA/USDT,SELL,0.16,0.16,0.32,73.75,73.75,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 73.75% | Decision : 🔴 SCALP SELL
2026-07-25 11:15:52,ADA/USDT,SELL,0.16,0.16,0.32,74.8,74.8,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🔴 SCALP SELL
2026-07-25 12:08:53,SOL/USDT,SELL,73.97,73.9,0.5,71.12,71.12,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🔴 Low Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 71.12% | Decision : 🔴 SCALP SELL
2026-07-25 15:41:53,XRP/USDT,SELL,1.09,1.09,-0.39,74.8,74.8,15M : 🔴 SELL (100%) | 1H : 🔴 SELL (100%) | 4H : 🔴 SELL (100%) | Volume : 🟢 Very High Volume | Candlestick : NONE | Market Strength : Bull 100.0% | Bear 0.0% | AI Score : 74.8% | Decision : 🔴 SCALP SELL
